user_id,recency,frequency,monetary
41414,387,1,2.9500000476837158
58741,324,1,2.9500000476837158
60485,286,1,2.9500000476837158
66952,9,1,2.9500000476837158
93890,215,1,2.9500000476837158
20025,1085,1,2.9900000095367432
70392,626,1,2.9900000095367432
53355,406,1,3.0
59797,252,1,3.0899999141693115
20910,877,1,3.1700000762939453
27706,353,1,3.1700000762939453
88431,4,1,3.1700000762939453
46906,290,1,3.2000000476837158
49284,257,1,3.25
26069,436,1,3.369999885559082
16815,274,1,3.4000000953674321
85566,695,1,3.4000000953674321
38293,75,1,3.5
71461,649,1,3.5
96682,1339,1,3.5999999046325684
35633,1012,1,3.75
24855,77,1,3.7999999523162842
232,811,1,3.9500000476837158
11937,26,1,3.9500000476837158
28268,275,1,3.9500000476837158
37516,87,1,3.9500000476837158
14416,553,1,3.9900000095367432
18713,164,1,3.9900000095367432
23405,258,1,3.9900000095367432
36972,391,1,3.9900000095367432
41106,202,1,3.9900000095367432
42513,107,1,3.9900000095367432
69561,1187,1,3.9900000095367432
76400,78,1,3.9900000095367432
77055,42,1,3.9900000095367432
95625,728,1,3.9900000095367432
71104,373,1,4.0100002288818359
34732,136,1,4.0399999618530273
50045,358,1,4.0399999618530273
9728,267,1,4.0999999046325684
40968,823,1,4.1100001335144043
63433,313,1,4.130000114440918
18020,964,1,4.1500000953674316
21352,12,1,4.1500000953674316
81928,519,1,4.3299999237060556
60115,1206,1,4.380000114440918
95565,37,1,4.5799999237060556
18198,12,1,4.679999828338623
23019,981,1,4.679999828338623
53071,4,1,4.679999828338623
6755,43,1,4.7399997711181641
22515,656,1,4.7399997711181641
23879,158,1,4.880000114440918
87012,869,1,4.880000114440918
64899,120,1,4.8899998664855957
16316,96,1,4.9499998092651367
20409,1437,1,4.9499998092651367
21596,584,1,4.9499998092651367
24211,74,1,4.9499998092651367
66184,386,1,4.9499998092651367
73461,766,1,4.9499998092651367
74008,58,1,4.9499998092651367
2366,151,1,4.9899997711181641
32437,113,1,4.9899997711181641
37864,1,1,4.9899997711181641
38377,1659,1,4.9899997711181641
42172,598,1,4.9899997711181641
55954,7,1,4.9899997711181641
71245,59,1,4.9899997711181641
80067,392,1,4.9899997711181641
91944,200,1,4.9899997711181641
92712,17,1,4.9899997711181641
93566,699,1,4.9899997711181641
32077,1013,1,5.0
60415,3,1,5.0
84300,569,1,5.0
85514,246,1,5.0
89813,155,1,5.0
47470,302,1,5.1999998092651367
8442,1170,1,5.2899999618530273
61678,820,1,5.3299999237060556
36712,340,1,5.369999885559082
1444,762,1,5.4899997711181641
81230,212,1,5.4899997711181641
77170,708,1,5.5
83635,538,1,5.5500001907348633
37475,863,1,5.630000114440918
35044,326,1,5.6399998664855957
75966,1345,1,5.7600002288818359
63419,148,1,5.78000020980835
42183,1323,1,5.8299999237060556
64013,655,1,5.8299999237060556
97929,107,1,5.869999885559082
31476,197,1,5.9000000953674316
84030,641,1,5.9000000953674316
13071,222,1,5.929999828338623
27397,1138,1,5.9499998092651367
34120,1,1,5.9499998092651367
35093,803,1,5.9499998092651367
48239,150,1,5.9499998092651367
87375,120,1,5.9499998092651367
48641,1156,1,5.9800000190734863
51222,92,1,5.9800000190734863
74396,16,1,5.9800000190734863
2059,500,1,5.9899997711181641
14193,439,1,5.9899997711181641
23524,324,1,5.9899997711181641
30943,569,1,5.9899997711181641
35815,227,1,5.9899997711181641
49197,252,1,5.9899997711181641
51898,271,1,5.9899997711181641
60137,26,1,5.9899997711181641
61511,586,1,5.9899997711181641
72014,236,1,5.9899997711181641
76091,134,1,5.9899997711181641
77058,1260,1,5.9899997711181641
77990,3,1,5.9899997711181641
78504,109,1,5.9899997711181641
79759,217,1,5.9899997711181641
84014,94,1,5.9899997711181641
85912,111,1,5.9899997711181641
92182,1072,1,5.9899997711181641
92939,194,1,5.9899997711181641
93928,1014,1,5.9899997711181641
17968,577,1,6.0
23039,103,1,6.0
32266,121,1,6.0
35961,334,1,6.0
37573,450,1,6.0
48707,39,1,6.0
76159,195,1,6.0
25656,172,1,6.179999828338623
36658,371,1,6.179999828338623
12188,376,1,6.25
16539,68,1,6.25
90793,1080,1,6.25
57572,959,1,6.3299999237060556
92349,28,1,6.3600001335144043
171,339,1,6.369999885559082
24361,79,1,6.369999885559082
24423,747,1,6.369999885559082
32779,87,1,6.369999885559082
57343,709,1,6.3899998664855957
60716,518,1,6.3899998664855957
62880,129,1,6.3899998664855957
85762,729,1,6.4499998092651367
4975,922,1,6.5
12345,259,1,6.5
27080,1,1,6.5
40001,212,1,6.5
53930,481,1,6.5
60251,329,1,6.5
85753,415,1,6.5
79554,1068,1,6.6399998664855957
5020,161,1,6.7300000190734863
40925,418,1,6.7399997711181641
58898,79,1,6.7399997711181641
50547,766,1,6.75
27841,236,1,6.869999885559082
68505,227,1,6.9000000953674316
63482,331,1,6.929999828338623
69891,131,1,6.929999828338623
88186,327,1,6.929999828338623
39196,195,1,6.940000057220459
84392,271,1,6.940000057220459
17627,562,1,6.9499998092651367
34884,66,1,6.9499998092651367
60321,179,1,6.9499998092651367
86213,516,1,6.9499998092651367
1487,1578,1,6.96999979019165
67291,10,1,6.96999979019165
83186,1430,1,6.96999979019165
19885,498,1,6.9800000190734863
45968,1069,1,6.9800000190734863
60594,471,1,6.9800000190734863
300,575,1,6.9899997711181641
13549,720,1,6.9899997711181641
13647,17,1,6.9899997711181641
14703,400,1,6.9899997711181641
22560,340,1,6.9899997711181641
24289,45,1,6.9899997711181641
27278,961,1,6.9899997711181641
31769,233,1,6.9899997711181641
41110,580,1,6.9899997711181641
53867,269,1,6.9899997711181641
62227,163,1,6.9899997711181641
62284,1402,1,6.9899997711181641
63650,1314,1,6.9899997711181641
64172,229,1,6.9899997711181641
70764,151,1,6.9899997711181641
71678,373,1,6.9899997711181641
82007,382,1,6.9899997711181641
84803,36,1,6.9899997711181641
85222,461,1,6.9899997711181641
85292,310,1,6.9899997711181641
93092,165,1,6.9899997711181641
7150,362,1,7.0
16976,19,1,7.0
18831,47,1,7.0
29008,1274,1,7.0
36493,1277,1,7.0
40597,816,1,7.0
46235,34,1,7.0
53324,439,1,7.0
56331,968,1,7.0
68454,1255,1,7.0
72267,707,1,7.0
87876,550,1,7.0
95719,790,1,7.0
78965,45,1,7.0199999809265137
58275,1320,1,7.1399998664855957
96978,766,1,7.1399998664855957
90838,62,1,7.1599998474121085
69092,7,1,7.179999828338623
1085,1153,1,7.1999998092651367
95997,148,1,7.1999998092651367
8898,333,1,7.2600002288818368
19604,16,1,7.2699999809265137
63861,344,1,7.2899999618530273
70834,1355,1,7.2899999618530273
35422,120,1,7.320000171661377
73173,312,1,7.3499999046325684
35797,50,1,7.4499998092651358
24847,1194,1,7.5
92378,237,1,7.5
97583,272,1,7.5
42978,497,1,7.559999942779541
27575,105,1,7.6700000762939453
65306,486,1,7.690000057220459
66101,322,1,7.690000057220459
6922,985,1,7.7399997711181632
73303,32,1,7.7399997711181632
24861,712,1,7.809999942779541
28868,804,1,7.8499999046325684
68336,273,1,7.869999885559082
50304,340,1,7.9000000953674308
81635,1370,1,7.9000000953674308
40923,200,1,7.9099998474121085
87801,330,1,7.9099998474121085
58,430,1,7.9499998092651358
13007,1582,1,7.9499998092651358
13178,5,1,7.9499998092651358
14890,787,1,7.9499998092651358
16373,120,1,7.9499998092651358
22264,347,1,7.9499998092651358
24743,787,1,7.9499998092651358
27709,188,1,7.9499998092651358
30632,80,1,7.9499998092651358
35394,553,1,7.9499998092651358
49289,925,1,7.9499998092651358
63962,137,1,7.9499998092651358
70494,306,1,7.9499998092651358
85142,175,1,7.9499998092651358
88315,141,1,7.9499998092651358
91265,6,1,7.9499998092651358
92245,87,1,7.9499998092651358
93907,199,1,7.9499998092651358
94862,1065,1,7.9499998092651358
64356,448,1,7.9600000381469727
22022,231,1,7.96999979019165
5976,1634,1,7.9800000190734863
17747,3,1,7.9800000190734863
21820,342,1,7.9800000190734863
28196,211,1,7.9800000190734863
37770,1258,1,7.9800000190734863
47204,93,1,7.9800000190734863
60429,853,1,7.9800000190734863
65584,786,1,7.9800000190734863
74367,630,1,7.9800000190734863
91533,782,1,7.9800000190734863
1148,185,1,7.9899997711181632
2716,46,1,7.9899997711181632
18309,485,1,7.9899997711181632
18869,533,1,7.9899997711181632
19262,459,1,7.9899997711181632
19434,274,1,7.9899997711181632
19843,270,1,7.9899997711181632
19962,382,1,7.9899997711181632
22442,356,1,7.9899997711181632
29600,1424,1,7.9899997711181632
32234,139,1,7.9899997711181632
42161,34,1,7.9899997711181632
47196,279,1,7.9899997711181632
53342,216,1,7.9899997711181632
56083,72,1,7.9899997711181632
56431,187,1,7.9899997711181632
60502,721,1,7.9899997711181632
60634,328,1,7.9899997711181632
67093,1083,1,7.9899997711181632
76796,823,1,7.9899997711181632
85745,478,1,7.9899997711181632
98528,360,1,7.9899997711181632
2064,9,1,8.0
14423,1,1,8.0
15576,351,1,8.0
17329,29,1,8.0
22472,298,1,8.0
22994,1441,1,8.0
23565,33,1,8.0
25085,40,1,8.0
25283,1283,1,8.0
38421,1369,1,8.0
42734,97,1,8.0
47916,546,1,8.0
48099,1,1,8.0
48688,179,1,8.0
58992,277,1,8.0
72275,309,1,8.0
87717,135,1,8.0
94256,69,1,8.0
95857,100,1,8.0
81370,1317,1,8.0399999618530273
87177,160,1,8.0399999618530273
35069,254,1,8.2700004577636719
66545,913,1,8.2700004577636719
72122,56,1,8.2700004577636719
3894,396,1,8.3000001907348633
76558,683,1,8.319999694824217
42757,199,1,8.3500003814697266
59237,169,1,8.369999885559082
6751,373,1,8.3900003433227557
31774,911,1,8.3900003433227557
87747,497,1,8.3999996185302734
7360,19,1,8.4300003051757812
12005,396,1,8.4499998092651367
14792,1005,1,8.4499998092651367
65782,9,1,8.4499998092651367
83398,1628,1,8.4499998092651367
33478,466,1,8.4700002670288086
34906,15,1,8.4700002670288086
58996,503,1,8.4700002670288086
1899,380,1,8.4899997711181641
44865,86,1,8.4899997711181641
47441,627,1,8.4899997711181641
2134,1467,1,8.5
8036,261,1,8.5
28365,949,1,8.5
34673,113,1,8.5
53000,65,1,8.5
73936,196,1,8.5
81130,31,1,8.5
3028,28,1,8.52999973297119
51636,1215,1,8.52999973297119
59245,1592,1,8.52999973297119
60201,139,1,8.52999973297119
34517,296,1,8.5399999618530273
64259,265,1,8.5399999618530273
72975,587,1,8.5500001907348633
35619,190,1,8.6099996566772461
58822,1391,1,8.6099996566772461
27140,550,1,8.630000114440918
47425,300,1,8.630000114440918
62172,253,1,8.630000114440918
87771,163,1,8.6400003433227557
92826,638,1,8.6400003433227557
25801,1578,1,8.6499996185302734
22780,1087,1,8.6999998092651367
56298,83,1,8.7100000381469727
62015,289,1,8.7200002670288086
55103,644,1,8.7299995422363281
10355,47,1,8.7399997711181641
46772,1299,1,8.7399997711181641
37996,404,1,8.75
51281,117,1,8.7600002288818359
79571,986,1,8.7700004577636719
78659,624,1,8.8000001907348633
98959,517,1,8.8000001907348633
90607,1383,1,8.819999694824217
28427,523,1,8.84000015258789
22441,524,1,8.8999996185302734
61684,1025,1,8.8999996185302734
66055,187,1,8.8999996185302734
80137,118,1,8.8999996185302734
19137,454,1,8.90999984741211
6418,254,1,8.9399995803833
25101,1484,1,8.9399995803833
85773,130,1,8.9399995803833
1263,5,1,8.9499998092651367
3832,2,1,8.9499998092651367
12030,363,1,8.9499998092651367
21938,197,1,8.9499998092651367
28803,4,1,8.9499998092651367
30473,1155,1,8.9499998092651367
40762,81,1,8.9499998092651367
55980,516,1,8.9499998092651367
62888,84,1,8.9499998092651367
64906,548,1,8.9499998092651367
78348,2,1,8.9499998092651367
99413,39,1,8.9499998092651367
5065,972,1,8.9600000381469727
35167,525,1,8.9600000381469727
79820,1280,1,8.9600000381469727
83466,245,1,8.9600000381469727
53163,26,1,8.9700002670288086
56775,1170,1,8.9700002670288086
56777,553,1,8.9700002670288086
71899,1100,1,8.9700002670288086
24898,339,1,8.9799995422363281
46673,631,1,8.9799995422363281
57659,17,1,8.9799995422363281
66436,398,1,8.9799995422363281
67640,641,1,8.9799995422363281
71088,977,1,8.9799995422363281
88113,358,1,8.9799995422363281
95886,399,1,8.9799995422363281
98137,584,1,8.9799995422363281
2194,3,1,8.9899997711181641
3110,777,1,8.9899997711181641
3937,301,1,8.9899997711181641
5574,40,1,8.9899997711181641
11540,596,1,8.9899997711181641
13330,64,1,8.9899997711181641
15447,565,1,8.9899997711181641
16692,1097,1,8.9899997711181641
18303,505,1,8.9899997711181641
24130,602,1,8.9899997711181641
29151,1283,1,8.9899997711181641
30259,47,1,8.9899997711181641
31163,57,1,8.9899997711181641
34756,149,1,8.9899997711181641
35272,199,1,8.9899997711181641
37439,591,1,8.9899997711181641
40148,273,1,8.9899997711181641
41357,373,1,8.9899997711181641
44368,787,1,8.9899997711181641
46567,163,1,8.9899997711181641
47871,148,1,8.9899997711181641
50054,400,1,8.9899997711181641
52482,61,1,8.9899997711181641
54246,184,1,8.9899997711181641
55696,219,1,8.9899997711181641
57555,79,1,8.9899997711181641
58016,31,1,8.9899997711181641
62899,256,1,8.9899997711181641
64236,270,1,8.9899997711181641
64246,717,1,8.9899997711181641
65450,151,1,8.9899997711181641
65633,261,1,8.9899997711181641
65847,3,1,8.9899997711181641
68837,43,1,8.9899997711181641
69383,125,1,8.9899997711181641
69734,153,1,8.9899997711181641
71200,575,1,8.9899997711181641
76355,273,1,8.9899997711181641
76988,253,1,8.9899997711181641
78198,2,1,8.9899997711181641
79594,261,1,8.9899997711181641
80883,935,1,8.9899997711181641
87488,1420,1,8.9899997711181641
93580,23,1,8.9899997711181641
14856,640,1,9.0
16339,606,1,9.0
20108,412,1,9.0
31027,1824,1,9.0
52578,119,1,9.0
55493,1594,1,9.0
61769,186,1,9.0
62514,18,1,9.0
68007,437,1,9.0
70108,109,1,9.0
93590,538,1,9.0
97416,591,1,9.0
98992,24,1,9.0
81526,467,1,9.0100002288818377
53487,336,1,9.0200004577636737
60777,669,1,9.0200004577636737
33653,93,1,9.0299997329711914
38736,1524,1,9.0399999618530273
52341,908,1,9.0399999618530273
69353,12,1,9.0500001907348633
92322,469,1,9.0600004196167
8951,392,1,9.119999885559082
61597,967,1,9.119999885559082
83826,8,1,9.119999885559082
95745,29,1,9.119999885559082
30373,245,1,9.15999984741211
42043,916,1,9.15999984741211
59106,201,1,9.15999984741211
38424,468,1,9.1700000762939435
89553,1,1,9.1700000762939435
97597,637,1,9.1700000762939435
19906,245,1,9.1999998092651367
64266,135,1,9.1999998092651367
94296,80,1,9.2399997711181641
7264,217,1,9.25
11800,1808,1,9.2600002288818377
71673,269,1,9.2600002288818377
25317,1102,1,9.2700004577636737
30200,211,1,9.2700004577636737
99664,488,1,9.2700004577636737
16814,1395,1,9.2899999618530273
9787,51,1,9.3000001907348633
42533,560,1,9.3000001907348633
54733,69,1,9.3100004196167
82567,1111,1,9.319999694824217
5964,802,1,9.3299999237060547
36671,290,1,9.3599996566772461
12167,391,1,9.380000114440918
50166,1454,1,9.380000114440918
56362,1016,1,9.380000114440918
66212,84,1,9.380000114440918
59467,362,1,9.3999996185302717
89111,124,1,9.40999984741211
79189,36,1,9.43000030517578
15567,178,1,9.4399995803833
88946,1878,1,9.4399995803833
89624,1159,1,9.4399995803833
49368,534,1,9.4499998092651367
30357,967,1,9.4700002670288086
34566,350,1,9.4700002670288086
93442,1088,1,9.4700002670288086
4324,224,1,9.4799995422363281
39099,1538,1,9.4899997711181641
40782,1079,1,9.4899997711181641
57193,655,1,9.4899997711181641
7722,1674,1,9.5
11859,24,1,9.5
17341,492,1,9.5
19849,351,1,9.5
22960,320,1,9.5
42537,510,1,9.5
59555,851,1,9.5
61917,580,1,9.5
68274,75,1,9.5
79985,100,1,9.5
87142,1171,1,9.5
27760,48,1,9.5399999618530273
54081,1081,1,9.5399999618530273
45196,809,1,9.5500001907348633
11471,274,1,9.5600004196167
40686,330,1,9.5600004196167
84433,1592,1,9.5600004196167
97918,229,1,9.569999694824217
10506,93,1,9.5799999237060547
5227,854,1,9.59000015258789
29069,172,1,9.59000015258789
18454,142,1,9.630000114440918
50501,355,1,9.630000114440918
88703,1,1,9.630000114440918
34791,1066,1,9.6400003433227539
59757,316,1,9.6400003433227539
39846,302,1,9.65999984741211
11157,1205,1,9.6700000762939435
52259,363,1,9.6700000762939435
36748,1526,1,9.7200002670288086
79841,35,1,9.75
88086,567,1,9.75
62738,753,1,9.7600002288818377
3230,17,1,9.7700004577636737
41201,88,1,9.8000001907348633
83419,1113,1,9.8000001907348633
62455,116,1,9.8100004196167
77208,620,1,9.819999694824217
59695,38,1,9.84000015258789
42450,905,1,9.869999885559082
65859,588,1,9.869999885559082
51876,76,1,9.880000114440918
69869,107,1,9.8999996185302717
70216,229,1,9.8999996185302717
40408,815,1,9.9399995803833
992,209,1,9.9499998092651367
12140,782,1,9.9499998092651367
15090,177,1,9.9499998092651367
21156,66,1,9.9499998092651367
21927,1,1,9.9499998092651367
22216,9,1,9.9499998092651367
23648,448,1,9.9499998092651367
28764,306,1,9.9499998092651367
29445,889,1,9.9499998092651367
29971,75,1,9.9499998092651367
34581,195,1,9.9499998092651367
37466,606,1,9.9499998092651367
37924,28,1,9.9499998092651367
41155,294,1,9.9499998092651367
43885,183,1,9.9499998092651367
50747,351,1,9.9499998092651367
52353,189,1,9.9499998092651367
52776,97,1,9.9499998092651367
54617,869,1,9.9499998092651367
60543,617,1,9.9499998092651367
61634,10,1,9.9499998092651367
62342,101,1,9.9499998092651367
63083,408,1,9.9499998092651367
69527,1696,1,9.9499998092651367
71271,223,1,9.9499998092651367
72903,280,1,9.9499998092651367
75403,863,1,9.9499998092651367
80270,1342,1,9.9499998092651367
81880,145,1,9.9499998092651367
83200,6,1,9.9499998092651367
85652,530,1,9.9499998092651367
89450,81,1,9.9499998092651367
94085,24,1,9.9499998092651367
94590,809,1,9.9499998092651367
16143,1358,1,9.9600000381469727
50115,152,1,9.9600000381469727
95409,1301,1,9.9600000381469727
22637,950,1,9.9700002670288086
25441,8,1,9.9700002670288086
34961,710,1,9.9700002670288086
50517,601,1,9.9700002670288086
61082,648,1,9.9700002670288086
21661,419,1,9.9799995422363281
80162,22,1,9.9799995422363281
447,371,1,9.9899997711181641
3473,479,1,9.9899997711181641
7255,2,1,9.9899997711181641
7762,575,1,9.9899997711181641
8468,54,1,9.9899997711181641
9119,420,1,9.9899997711181641
11673,1,1,9.9899997711181641
12422,30,1,9.9899997711181641
12428,936,1,9.9899997711181641
13605,410,1,9.9899997711181641
15283,354,1,9.9899997711181641
15394,390,1,9.9899997711181641
15838,1687,1,9.9899997711181641
20772,22,1,9.9899997711181641
21401,722,1,9.9899997711181641
23381,36,1,9.9899997711181641
29826,256,1,9.9899997711181641
30212,109,1,9.9899997711181641
30308,451,1,9.9899997711181641
30811,752,1,9.9899997711181641
33069,1337,1,9.9899997711181641
33229,719,1,9.9899997711181641
33433,413,1,9.9899997711181641
36855,14,1,9.9899997711181641
39398,824,1,9.9899997711181641
41128,1478,1,9.9899997711181641
41132,474,1,9.9899997711181641
41924,119,1,9.9899997711181641
43013,519,1,9.9899997711181641
45788,523,1,9.9899997711181641
47632,240,1,9.9899997711181641
50486,108,1,9.9899997711181641
51630,188,1,9.9899997711181641
53914,634,1,9.9899997711181641
54624,113,1,9.9899997711181641
55666,262,1,9.9899997711181641
56498,1811,1,9.9899997711181641
56979,104,1,9.9899997711181641
58536,145,1,9.9899997711181641
58995,170,1,9.9899997711181641
59509,30,1,9.9899997711181641
59682,310,1,9.9899997711181641
60313,81,1,9.9899997711181641
60339,1215,1,9.9899997711181641
61388,107,1,9.9899997711181641
62374,1089,1,9.9899997711181641
64006,702,1,9.9899997711181641
65331,379,1,9.9899997711181641
66493,3,1,9.9899997711181641
67888,801,1,9.9899997711181641
67969,685,1,9.9899997711181641
68538,327,1,9.9899997711181641
70584,624,1,9.9899997711181641
73659,95,1,9.9899997711181641
75540,80,1,9.9899997711181641
77614,435,1,9.9899997711181641
78135,1075,1,9.9899997711181641
78490,414,1,9.9899997711181641
78867,60,1,9.9899997711181641
80927,640,1,9.9899997711181641
81831,5,1,9.9899997711181641
82185,28,1,9.9899997711181641
82345,2,1,9.9899997711181641
83622,12,1,9.9899997711181641
84613,422,1,9.9899997711181641
85558,1120,1,9.9899997711181641
86211,857,1,9.9899997711181641
88057,900,1,9.9899997711181641
88068,960,1,9.9899997711181641
88682,98,1,9.9899997711181641
88817,104,1,9.9899997711181641
90420,38,1,9.9899997711181641
93479,79,1,9.9899997711181641
93497,654,1,9.9899997711181641
97962,21,1,9.9899997711181641
98469,204,1,9.9899997711181641
98623,256,1,9.9899997711181641
11,33,1,10.0
2302,791,1,10.0
10160,156,1,10.0
11423,597,1,10.0
13994,138,1,10.0
14573,250,1,10.0
14833,337,1,10.0
16411,172,1,10.0
23232,128,1,10.0
23755,12,1,10.0
23803,335,1,10.0
25203,488,1,10.0
25562,972,1,10.0
28575,4,1,10.0
30954,291,1,10.0
32068,13,1,10.0
33639,1082,1,10.0
37938,381,1,10.0
40224,224,1,10.0
41120,69,1,10.0
41558,50,1,10.0
43878,368,1,10.0
44533,1,1,10.0
44673,883,1,10.0
44992,0,1,10.0
45338,625,1,10.0
46742,1,1,10.0
46849,286,1,10.0
46921,80,1,10.0
48101,166,1,10.0
49184,330,1,10.0
50021,84,1,10.0
51832,77,1,10.0
52428,14,1,10.0
54766,473,1,10.0
54998,7,1,10.0
55139,122,1,10.0
56436,531,1,10.0
57026,521,1,10.0
59865,398,1,10.0
59926,1260,1,10.0
64851,390,1,10.0
66567,10,1,10.0
67007,125,1,10.0
67285,603,1,10.0
68051,124,1,10.0
70326,473,1,10.0
70395,140,1,10.0
70857,828,1,10.0
71018,80,1,10.0
71476,151,1,10.0
73456,410,1,10.0
74485,800,1,10.0
75537,666,1,10.0
77913,70,1,10.0
78895,56,1,10.0
81067,1586,1,10.0
81980,339,1,10.0
82139,6,1,10.0
82331,356,1,10.0
84053,245,1,10.0
84070,589,1,10.0
85490,173,1,10.0
86162,1278,1,10.0
86994,861,1,10.0
87381,390,1,10.0
87422,388,1,10.0
90313,688,1,10.0
90391,379,1,10.0
91196,381,1,10.0
92175,1309,1,10.0
92979,91,1,10.0
