item_id,customer_postal_code,country,state,city,customer_longitude,customer_latitude,lead_time,name,dc_longitude,dc_latitude,delivered_at,shipped_at,created_at
129950,78380,United States,Texas,Robstown,-97.73698813,27.78582058,19.0,Mobile AL,-88.0431,30.6944,2023-12-14 03:25:00.000000 UTC,2023-12-10 10:56:00.000000 UTC,2023-12-13 07:30:17.000000 UTC
168477,93535,United States,California,Lancaster,-117.8879646,34.73100152,-3.0,Mobile AL,-88.0431,30.6944,2023-01-24 20:57:00.000000 UTC,2023-01-22 04:41:00.000000 UTC,2023-01-25 00:36:06.000000 UTC
13428,6851,United States,Connecticut,Norwalk,-73.40445931,41.13939273,111.0,Mobile AL,-88.0431,30.6944,2023-10-13 22:47:00.000000 UTC,2023-10-12 03:14:00.000000 UTC,2023-10-09 07:29:16.000000 UTC
68525,60505,United States,Illinois,Aurora,-88.29345958,41.76530281,145.0,Mobile AL,-88.0431,30.6944,2023-09-23 09:11:00.000000 UTC,2023-09-19 10:50:00.000000 UTC,2023-09-17 07:54:37.000000 UTC
71781,60005,United States,Illinois,Arlington Heights,-87.98596446,42.06264728,141.0,Mobile AL,-88.0431,30.6944,2023-12-01 13:15:00.000000 UTC,2023-11-27 01:57:00.000000 UTC,2023-11-25 15:53:12.000000 UTC
13300,62025,United States,Illinois,Edwardsville,-89.93068837,38.82765772,-47.0,Mobile AL,-88.0431,30.6944,2023-12-04 01:03:00.000000 UTC,2023-12-03 05:38:00.000000 UTC,2023-12-06 00:39:19.000000 UTC
79570,53223,United States,Wisconsin,Milwaukee,-87.98986721,43.16347442,119.0,Mobile AL,-88.0431,30.6944,2023-09-12 17:16:00.000000 UTC,2023-09-10 12:33:00.000000 UTC,2023-09-07 17:17:46.000000 UTC
138551,78233,United States,Texas,San Antonio,-98.3629704,29.55369607,-5.0,Mobile AL,-88.0431,30.6944,2023-07-09 00:22:00.000000 UTC,2023-07-05 16:31:00.000000 UTC,2023-07-09 05:30:51.000000 UTC
50457,95630,United States,California,Folsom,-121.1449789,38.66548324,-25.0,Mobile AL,-88.0431,30.6944,2023-07-24 22:58:00.000000 UTC,2023-07-23 11:57:00.000000 UTC,2023-07-26 00:02:49.000000 UTC
82006,95501,United States,California,Eureka,-124.1469464,40.80675439,74.0,Mobile AL,-88.0431,30.6944,2023-10-28 08:48:00.000000 UTC,2023-10-23 22:09:00.000000 UTC,2023-10-25 06:27:48.000000 UTC
144470,85607,United States,Arizona,Douglas,-109.3614735,31.51121497,-17.0,Mobile AL,-88.0431,30.6944,2023-11-05 08:01:00.000000 UTC,2023-11-02 13:07:00.000000 UTC,2023-11-06 01:31:11.000000 UTC
151377,90019,United States,California,Los Angeles,-118.3388846,34.04855228,108.0,Mobile AL,-88.0431,30.6944,2023-04-08 23:53:00.000000 UTC,2023-04-05 19:59:00.000000 UTC,2023-04-04 10:55:23.000000 UTC
75319,7470,United States,New Jersey,Wayne,-74.24500778,40.94844911,112.0,Mobile AL,-88.0431,30.6944,2023-12-02 01:16:00.000000 UTC,2023-11-28 22:29:00.000000 UTC,2023-11-27 08:18:25.000000 UTC
81648,85335,United States,Arizona,El Mirage,-112.328347,33.59075351,66.0,Mobile AL,-88.0431,30.6944,2023-02-11 19:00:00.000000 UTC,2023-02-10 00:55:00.000000 UTC,2023-02-09 00:17:10.000000 UTC
100240,92551,United States,California,Moreno Valley,-117.2267436,33.88153638,133.0,Mobile AL,-88.0431,30.6944,2023-10-29 15:13:00.000000 UTC,2023-10-26 17:49:00.000000 UTC,2023-10-24 01:14:49.000000 UTC
117439,75217,United States,Texas,Dallas,-96.68163632,32.71132842,152.0,Mobile AL,-88.0431,30.6944,2023-01-31 11:18:00.000000 UTC,2023-01-26 23:04:00.000000 UTC,2023-01-25 02:58:38.000000 UTC
156624,90604,United States,California,South Whittier,-118.0126211,33.93015035,122.0,Mobile AL,-88.0431,30.6944,2023-11-26 07:01:00.000000 UTC,2023-11-24 03:52:00.000000 UTC,2023-11-21 04:06:35.000000 UTC
170154,11235,United States,New York,New York,-73.94875314,40.58394654,51.0,Mobile AL,-88.0431,30.6944,2023-02-23 01:28:00.000000 UTC,2023-02-19 10:43:00.000000 UTC,2023-02-20 21:46:59.000000 UTC
179401,78741,United States,Texas,Austin,-97.71424097,30.23030915,69.0,Mobile AL,-88.0431,30.6944,2023-04-20 09:58:00.000000 UTC,2023-04-18 03:43:00.000000 UTC,2023-04-17 12:30:29.000000 UTC
23317,29150,United States,South Carolina,Sumter,-80.35499108,33.8738608,17.0,Mobile AL,-88.0431,30.6944,2023-05-17 19:14:00.000000 UTC,2023-05-16 23:30:00.000000 UTC,2023-05-17 01:58:26.000000 UTC
111704,38115,United States,Tennessee,Memphis,-89.86398753,35.05541795,120.0,Mobile AL,-88.0431,30.6944,2023-03-21 07:02:00.000000 UTC,2023-03-17 06:40:00.000000 UTC,2023-03-16 06:30:17.000000 UTC
61224,46229,United States,Indiana,Indianapolis,-85.97775833,39.78982267,38.0,Mobile AL,-88.0431,30.6944,2023-12-28 21:28:00.000000 UTC,2023-12-25 16:17:00.000000 UTC,2023-12-27 07:01:43.000000 UTC
167769,24502,United States,Virginia,Lynchburg,-79.2180069,37.35617759,-5.0,Mobile AL,-88.0431,30.6944,2023-10-03 04:35:00.000000 UTC,2023-10-01 02:40:00.000000 UTC,2023-10-03 10:10:39.000000 UTC
81118,54022,United States,Wisconsin,River Falls,-92.6055079,44.84856691,30.0,Mobile AL,-88.0431,30.6944,2023-07-26 18:51:00.000000 UTC,2023-07-25 15:13:00.000000 UTC,2023-07-25 11:59:59.000000 UTC
104618,79936,United States,Texas,El Paso,-106.2977778,31.7762034,-49.0,Mobile AL,-88.0431,30.6944,2023-07-27 13:28:00.000000 UTC,2023-07-26 13:06:00.000000 UTC,2023-07-29 15:08:51.000000 UTC
93371,63136,United States,Missouri,Jennings,-90.25949202,38.74345817,88.0,Mobile AL,-88.0431,30.6944,2023-08-24 03:45:00.000000 UTC,2023-08-21 06:32:00.000000 UTC,2023-08-20 11:23:21.000000 UTC
59825,91402,United States,California,Los Angeles,-118.444822,34.22414966,41.0,Mobile AL,-88.0431,30.6944,2023-10-24 20:41:00.000000 UTC,2023-10-22 22:49:00.000000 UTC,2023-10-23 03:25:03.000000 UTC
57747,28560,United States,North Carolina,New Bern,-76.9760078,35.1190909,112.0,Mobile AL,-88.0431,30.6944,2023-08-12 14:30:00.000000 UTC,2023-08-10 08:10:00.000000 UTC,2023-08-07 21:39:07.000000 UTC
139337,29607,United States,South Carolina,Greenville,-82.33205207,34.8110776,-65.0,Mobile AL,-88.0431,30.6944,2023-06-19 18:09:00.000000 UTC,2023-06-19 00:19:00.000000 UTC,2023-06-22 11:09:31.000000 UTC
49016,75025,United States,Texas,Plano,-96.74072232,33.0908362,126.0,Mobile AL,-88.0431,30.6944,2023-06-22 04:41:00.000000 UTC,2023-06-17 22:48:00.000000 UTC,2023-06-16 22:06:22.000000 UTC
63990,66106,United States,Kansas,Kansas City,-94.70108196,39.06699769,3.0,Mobile AL,-88.0431,30.6944,2023-10-25 04:46:00.000000 UTC,2023-10-24 18:01:00.000000 UTC,2023-10-25 01:36:09.000000 UTC
74300,30045,United States,Georgia,null,-83.93017996,33.93054291,150.0,Mobile AL,-88.0431,30.6944,2023-02-20 09:31:00.000000 UTC,2023-02-16 13:23:00.000000 UTC,2023-02-14 02:38:55.000000 UTC
82571,19320,United States,Pennsylvania,Coatesville,-75.83228857,39.9722112,128.0,Mobile AL,-88.0431,30.6944,2023-06-26 12:33:00.000000 UTC,2023-06-22 07:31:00.000000 UTC,2023-06-21 03:46:36.000000 UTC
88742,46205,United States,Indiana,Indianapolis,-86.13493062,39.82790913,116.0,Mobile AL,-88.0431,30.6944,2023-11-02 22:57:00.000000 UTC,2023-10-29 09:38:00.000000 UTC,2023-10-29 02:49:02.000000 UTC
94373,11212,United States,New York,New York,-73.91286452,40.66277783,16.0,Mobile AL,-88.0431,30.6944,2023-11-30 20:00:00.000000 UTC,2023-11-27 01:40:00.000000 UTC,2023-11-30 03:05:25.000000 UTC
109770,33460,United States,Florida,Lake Worth,-80.05626213,26.61991221,77.0,Mobile AL,-88.0431,30.6944,2023-02-26 19:39:00.000000 UTC,2023-02-24 19:44:00.000000 UTC,2023-02-23 14:30:32.000000 UTC
110471,63368,United States,Missouri,O'Fallon,-90.73328292,38.74576008,105.0,Mobile AL,-88.0431,30.6944,2023-05-14 19:01:00.000000 UTC,2023-05-10 15:16:00.000000 UTC,2023-05-10 09:37:23.000000 UTC
123094,84075,United States,Utah,Syracuse,-112.115628,41.04466908,132.0,Mobile AL,-88.0431,30.6944,2023-06-15 03:14:00.000000 UTC,2023-06-10 15:31:00.000000 UTC,2023-06-09 14:53:39.000000 UTC
134961,30046,United States,Georgia,Lawrenceville,-83.99570126,33.94830294,124.0,Mobile AL,-88.0431,30.6944,2023-09-14 09:19:00.000000 UTC,2023-09-10 18:01:00.000000 UTC,2023-09-09 05:13:36.000000 UTC
147424,8817,United States,New Jersey,Edison,-74.39234086,40.51535972,66.0,Mobile AL,-88.0431,30.6944,2023-12-30 03:43:00.000000 UTC,2023-12-28 21:39:00.000000 UTC,2023-12-27 09:24:49.000000 UTC
157972,55443,United States,Minnesota,Brooklyn Park,-93.33666212,45.11959184,116.0,Mobile AL,-88.0431,30.6944,2023-11-23 17:30:00.000000 UTC,2023-11-19 18:55:00.000000 UTC,2023-11-18 20:57:52.000000 UTC
163962,34231,United States,Florida,Gulf Gate Estates,-82.51626962,27.26655629,-49.0,Mobile AL,-88.0431,30.6944,2023-04-09 12:16:00.000000 UTC,2023-04-08 17:33:00.000000 UTC,2023-04-11 13:17:28.000000 UTC
167502,96720,United States,Hawaii,Hilo,-155.2352026,19.71615696,88.0,Mobile AL,-88.0431,30.6944,2023-03-03 05:56:00.000000 UTC,2023-02-28 10:48:00.000000 UTC,2023-02-27 13:14:02.000000 UTC
167604,30022,United States,Georgia,Johns Creek,-84.24717292,34.02924953,120.0,Mobile AL,-88.0431,30.6944,2023-12-01 10:25:00.000000 UTC,2023-11-27 21:47:00.000000 UTC,2023-11-26 09:25:35.000000 UTC
19275,2119,United States,Massachusetts,Boston,-71.08796147,42.32217296,6.0,Mobile AL,-88.0431,30.6944,2023-09-03 10:22:00.000000 UTC,2023-08-31 00:23:00.000000 UTC,2023-09-03 03:48:57.000000 UTC
175505,30096,United States,Georgia,Duluth,-84.14814549,33.97662529,-19.0,Mobile AL,-88.0431,30.6944,2023-11-25 03:10:00.000000 UTC,2023-11-22 14:38:00.000000 UTC,2023-11-25 22:21:40.000000 UTC
141103,93277,United States,California,Visalia,-119.3774321,36.29864712,68.0,Mobile AL,-88.0431,30.6944,2023-11-20 21:22:00.000000 UTC,2023-11-20 21:17:00.000000 UTC,2023-11-18 00:22:17.000000 UTC
95061,38115,United States,Tennessee,Memphis,-89.86398753,35.05541795,45.0,Mobile AL,-88.0431,30.6944,2023-07-08 22:55:00.000000 UTC,2023-07-07 08:32:00.000000 UTC,2023-07-07 01:26:47.000000 UTC
101887,91754,United States,California,Monterey Park,-118.1441363,34.05094361,110.0,Mobile AL,-88.0431,30.6944,2023-02-15 19:18:00.000000 UTC,2023-02-13 20:44:00.000000 UTC,2023-02-11 04:19:19.000000 UTC
3964,60517,United States,Illinois,Woodridge,-88.04058258,41.73697001,96.0,Mobile AL,-88.0431,30.6944,2023-03-08 05:46:00.000000 UTC,2023-03-06 07:29:00.000000 UTC,2023-03-04 05:01:48.000000 UTC
34529,97504,United States,Oregon,Medford,-122.795956,42.33415182,146.0,Mobile AL,-88.0431,30.6944,2023-12-26 18:09:00.000000 UTC,2023-12-23 14:35:00.000000 UTC,2023-12-20 15:54:59.000000 UTC
92345,33624,United States,Florida,Greater Carrollwood,-82.52653091,28.07937612,61.0,Mobile AL,-88.0431,30.6944,2023-11-18 20:18:00.000000 UTC,2023-11-18 10:46:00.000000 UTC,2023-11-16 07:01:05.000000 UTC
61471,91302,United States,California,Calabasas,-118.6749715,34.1305984,58.0,Mobile AL,-88.0431,30.6944,2023-07-06 02:09:00.000000 UTC,2023-07-05 03:55:00.000000 UTC,2023-07-03 16:00:36.000000 UTC
33400,32303,United States,Florida,Tallahassee,-84.34479025,30.51157227,94.0,Mobile AL,-88.0431,30.6944,2023-01-24 00:19:00.000000 UTC,2023-01-21 05:34:00.000000 UTC,2023-01-20 01:41:12.000000 UTC
65308,11229,United States,New York,New York,-73.9418321,40.59953573,56.0,Mobile AL,-88.0431,30.6944,2023-12-05 01:35:00.000000 UTC,2023-12-02 18:00:00.000000 UTC,2023-12-02 16:57:35.000000 UTC
80226,89106,United States,Nevada,Las Vegas,-115.1636221,36.18227684,88.0,Mobile AL,-88.0431,30.6944,2023-08-24 19:09:00.000000 UTC,2023-08-21 07:29:00.000000 UTC,2023-08-21 03:03:53.000000 UTC
105427,85009,United States,Arizona,Phoenix,-112.1282664,33.44295704,137.0,Mobile AL,-88.0431,30.6944,2023-07-04 09:51:00.000000 UTC,2023-06-29 13:18:00.000000 UTC,2023-06-28 16:11:50.000000 UTC
162656,92203,United States,California,Indio,-116.2054352,33.75115425,84.0,Mobile AL,-88.0431,30.6944,2023-12-14 21:06:00.000000 UTC,2023-12-13 10:55:00.000000 UTC,2023-12-11 08:27:51.000000 UTC
59686,29605,United States,South Carolina,Greenville,-82.38032378,34.77435598,-23.0,Mobile AL,-88.0431,30.6944,2023-06-01 18:36:00.000000 UTC,2023-05-30 17:36:00.000000 UTC,2023-06-02 18:14:50.000000 UTC
42941,32818,United States,Florida,Pine Hills,-81.48859953,28.58767061,101.0,Mobile AL,-88.0431,30.6944,2023-11-26 05:15:00.000000 UTC,2023-11-24 22:28:00.000000 UTC,2023-11-21 23:23:13.000000 UTC
134390,6614,United States,Connecticut,Stratford,-73.12814502,41.23005923,56.0,Mobile AL,-88.0431,30.6944,2023-11-13 01:21:00.000000 UTC,2023-11-12 03:18:00.000000 UTC,2023-11-10 16:33:08.000000 UTC
24479,33321,United States,Florida,Tamarac,-80.37805453,26.22022465,96.0,Mobile AL,-88.0431,30.6944,2023-09-25 04:11:00.000000 UTC,2023-09-21 18:47:00.000000 UTC,2023-09-21 03:16:56.000000 UTC
6608,84058,United States,Utah,Orem,-111.7687704,40.28272419,21.0,Mobile AL,-88.0431,30.6944,2023-01-23 04:10:00.000000 UTC,2023-01-19 16:15:00.000000 UTC,2023-01-22 07:01:34.000000 UTC
129144,47150,United States,Indiana,New Albany,-85.84726056,38.28817416,-13.0,Mobile AL,-88.0431,30.6944,2023-06-16 17:06:00.000000 UTC,2023-06-16 15:43:00.000000 UTC,2023-06-17 06:43:57.000000 UTC
81047,44512,United States,Ohio,Boardman,-80.66777651,41.02494409,28.0,Mobile AL,-88.0431,30.6944,2023-07-23 08:06:00.000000 UTC,2023-07-18 12:12:00.000000 UTC,2023-07-22 03:56:52.000000 UTC
94781,78251,United States,Texas,San Antonio,-98.67537577,29.46215875,68.0,Mobile AL,-88.0431,30.6944,2023-08-23 02:33:00.000000 UTC,2023-08-21 22:02:00.000000 UTC,2023-08-20 05:51:56.000000 UTC
128429,45044,United States,Ohio,Middletown,-84.38263129,39.4480991,65.0,Mobile AL,-88.0431,30.6944,2023-11-19 20:21:00.000000 UTC,2023-11-16 18:06:00.000000 UTC,2023-11-17 02:27:17.000000 UTC
138677,2860,United States,Rhode Island,Pawtucket,-71.38792068,41.86938942,14.0,Mobile AL,-88.0431,30.6944,2023-04-27 05:49:00.000000 UTC,2023-04-24 19:55:00.000000 UTC,2023-04-26 15:33:10.000000 UTC
4932,71603,United States,Arkansas,Pine Bluff,-92.0886782,34.12795471,61.0,Mobile AL,-88.0431,30.6944,2023-07-19 21:22:00.000000 UTC,2023-07-18 18:51:00.000000 UTC,2023-07-17 07:41:00.000000 UTC
149644,92591,United States,California,Temecula,-117.1116289,33.53181818,5.0,Mobile AL,-88.0431,30.6944,2023-05-18 20:23:00.000000 UTC,2023-05-18 15:55:00.000000 UTC,2023-05-18 14:37:04.000000 UTC
112642,94605,United States,California,Oakland,-122.1481232,37.76019958,93.0,Mobile AL,-88.0431,30.6944,2023-12-20 07:02:00.000000 UTC,2023-12-19 08:25:00.000000 UTC,2023-12-16 09:54:29.000000 UTC
139521,92335,United States,California,Fontana,-117.4648602,34.08729972,-15.0,Mobile AL,-88.0431,30.6944,2023-01-24 08:43:00.000000 UTC,2023-01-24 00:37:00.000000 UTC,2023-01-25 00:30:13.000000 UTC
21302,77087,United States,Texas,Houston,-95.3029566,29.68626023,85.0,Mobile AL,-88.0431,30.6944,2023-08-09 23:40:00.000000 UTC,2023-08-07 13:41:00.000000 UTC,2023-08-06 10:26:14.000000 UTC
91894,92027,United States,California,Escondido,-116.984522,33.13306598,110.0,Mobile AL,-88.0431,30.6944,2023-09-03 16:10:00.000000 UTC,2023-09-01 09:38:00.000000 UTC,2023-08-30 01:35:06.000000 UTC
175077,20783,United States,Maryland,Adelphi,-76.96860534,38.99933334,151.0,Mobile AL,-88.0431,30.6944,2023-07-13 11:36:00.000000 UTC,2023-07-09 23:44:00.000000 UTC,2023-07-07 04:08:56.000000 UTC
41992,7712,United States,New Jersey,Ocean Township,-74.05375892,40.24760607,47.0,Mobile AL,-88.0431,30.6944,2023-10-28 11:42:00.000000 UTC,2023-10-27 04:48:00.000000 UTC,2023-10-26 12:20:56.000000 UTC
126674,37072,United States,Tennessee,Nashville,-86.74220778,36.35653252,49.0,Mobile AL,-88.0431,30.6944,2023-11-22 15:07:00.000000 UTC,2023-11-22 03:09:00.000000 UTC,2023-11-20 13:47:43.000000 UTC
126836,54701,United States,Wisconsin,Eau Claire,-91.50085746,44.74389782,151.0,Mobile AL,-88.0431,30.6944,2023-05-16 22:56:00.000000 UTC,2023-05-12 13:13:00.000000 UTC,2023-05-10 15:52:49.000000 UTC
118006,19145,United States,Pennsylvania,Philadelphia,-75.19167845,39.91365891,125.0,Mobile AL,-88.0431,30.6944,2023-10-01 15:03:00.000000 UTC,2023-09-26 18:54:00.000000 UTC,2023-09-26 09:13:55.000000 UTC
180328,78745,United States,Texas,Austin,-97.79770026,30.20653433,165.0,Mobile AL,-88.0431,30.6944,2023-12-12 22:22:00.000000 UTC,2023-12-08 08:45:00.000000 UTC,2023-12-06 00:43:33.000000 UTC
176392,44120,United States,Ohio,Shaker Heights,-81.57918649,41.47352101,29.0,Mobile AL,-88.0431,30.6944,2023-10-28 19:16:00.000000 UTC,2023-10-28 07:37:00.000000 UTC,2023-10-27 13:37:03.000000 UTC
172469,95616,United States,California,Davis,-121.783356,38.56082582,77.0,Mobile AL,-88.0431,30.6944,2023-12-04 09:23:00.000000 UTC,2023-12-02 07:34:00.000000 UTC,2023-12-01 03:58:58.000000 UTC
177964,27028,United States,North Carolina,Mocksville,-80.57739886,35.92527213,73.0,Mobile AL,-88.0431,30.6944,2023-12-26 09:16:00.000000 UTC,2023-12-25 06:40:00.000000 UTC,2023-12-23 07:40:15.000000 UTC
181334,92345,United States,California,Hesperia,-117.3107738,34.35722735,87.0,Mobile AL,-88.0431,30.6944,2023-10-16 01:50:00.000000 UTC,2023-10-12 01:54:00.000000 UTC,2023-10-12 10:16:50.000000 UTC
37888,91030,United States,California,South Pasadena,-118.1574007,34.11027464,106.0,Mobile AL,-88.0431,30.6944,2023-03-08 16:45:00.000000 UTC,2023-03-05 03:11:00.000000 UTC,2023-03-04 06:09:56.000000 UTC
81468,27612,United States,North Carolina,Raleigh,-78.70441234,35.85218397,92.0,Mobile AL,-88.0431,30.6944,2023-10-18 23:11:00.000000 UTC,2023-10-18 00:00:00.000000 UTC,2023-10-15 02:11:08.000000 UTC
162796,95815,United States,California,Sacramento,-121.4553706,38.5717404,160.0,Mobile AL,-88.0431,30.6944,2023-01-17 23:20:00.000000 UTC,2023-01-13 05:15:00.000000 UTC,2023-01-11 06:32:34.000000 UTC
30649,77083,United States,Texas,Mission Bend,-95.64893474,29.69309797,119.0,Mobile AL,-88.0431,30.6944,2023-08-01 14:46:00.000000 UTC,2023-07-27 18:00:00.000000 UTC,2023-07-27 14:56:20.000000 UTC
31709,52804,United States,Iowa,Davenport,-90.67884138,41.52982149,99.0,Mobile AL,-88.0431,30.6944,2023-03-30 13:20:00.000000 UTC,2023-03-27 08:10:00.000000 UTC,2023-03-26 09:57:40.000000 UTC
64906,60610,United States,Illinois,Chicago,-87.63419907,41.90516927,70.0,Mobile AL,-88.0431,30.6944,2023-08-21 01:02:00.000000 UTC,2023-08-19 05:27:00.000000 UTC,2023-08-18 02:31:14.000000 UTC
79614,70808,United States,Louisiana,Baton Rouge,-91.14221071,30.40608264,-7.0,Mobile AL,-88.0431,30.6944,2023-05-27 17:56:00.000000 UTC,2023-05-26 20:13:00.000000 UTC,2023-05-28 01:35:57.000000 UTC
16026,98204,United States,Washington,Paine Field-Lake Stickney,-122.2610006,47.90130783,-18.0,Mobile AL,-88.0431,30.6944,2023-03-20 06:01:00.000000 UTC,2023-03-19 16:03:00.000000 UTC,2023-03-21 00:16:54.000000 UTC
61522,47374,United States,Indiana,Richmond,-84.88910388,39.83121954,14.0,Mobile AL,-88.0431,30.6944,2023-01-25 07:48:00.000000 UTC,2023-01-24 01:11:00.000000 UTC,2023-01-24 17:12:19.000000 UTC
